cohort_id,cohort_name,n_studies,n_papers,study_accessions,paper_ids,index_publication_pmid,countries,first_public_min,n_samples_total,unique_infants_est,unique_infants_outcome,body_sites,controlled_access,confidence,evidence,decision,cluster_id,paper_years,dropped_member_ids_not_in_dossier,unique_infants_est_prev,unique_infants_est_partial,unique_infants_est_source,included_study_accessions,n_included_studies
COH0472,singleton study PRJNA731529,1,0,PRJNA731529,,,USA,2022-06-20,1,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infant gut metagenome Metagenome""}}",singleton_deterministic,CC0400,,,,,cohorts_v3:unresolved,PRJNA731529,1
COH0473,singleton study PRJNA739008,1,0,PRJNA739008,,,Niger,2023-07-31,434,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Effect of amoxicillin prophylaxis on gut microbiome and resistome for severe acute""}}",singleton_deterministic,CC0401,,,,,cohorts_v3:unresolved,PRJNA739008,1
COH0474,singleton study PRJNA746509,1,0,PRJNA746509,,,Italy,2022-08-22,5,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut microbiota in an infant with propionic acidemia before and after probiotic""}}",singleton_deterministic,CC0402,,,,,cohorts_v3:unresolved,PRJNA746509,1
COH0475,singleton study PRJNA752686,1,0,PRJNA752686,,,USA,2022-09-03,42,27.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic Profile of the Gut Microbiome of Preterm Infants and its Association""}}",singleton_deterministic,CC0403,,,,,subject_resolution:all_members,PRJNA752686,1
COH0477,singleton study PRJNA763908,1,0,PRJNA763908,,,China,2021-09-18,66,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Intestinal flora sequencing of Chinese infants""}}",singleton_deterministic,CC0405,,,,,cohorts_v3:unresolved,PRJNA763908,1
COH0480,singleton study PRJNA770101,1,0,PRJNA770101,,,China,2022-11-02,71,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""the transmission of probio-m9 from mother to infant""}}",singleton_deterministic,CC0408,,,,,cohorts_v3:unresolved,PRJNA770101,1
COH0485,singleton study PRJNA798191,1,0,PRJNA798191,,,Greece,2022-02-15,51,31.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Bamboo microbiota study in infants""}}",singleton_deterministic,CC0413,,,,,subject_resolution:all_members,PRJNA798191,1
COH0486,singleton study PRJNA799247,1,0,PRJNA799247,,,USA,2023-07-25,2171,147.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomics of preterm infant stool""}}",singleton_deterministic,CC0414,,,,,subject_resolution:all_members,PRJNA799247,1
COH0489,singleton study PRJNA806984,1,0,PRJNA806984,,,Bangladesh,2022-11-02,1347,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbiota and Health Study (Dhaka, Bangladesh)""}}",singleton_deterministic,CC0417,,,,,cohorts_v3:unresolved,PRJNA806984,1
COH0495,singleton study PRJNA833139,1,0,PRJNA833139,,,Spain,2023-02-01,43,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gender-specific cross-generational microbial persistence of human gut microbes""}}",singleton_deterministic,CC0423,,,,,cohorts_v3:unresolved,PRJNA833139,1
COH0496,singleton study PRJNA835321,1,0,PRJNA835321,,,India,2023-06-05,22,20.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Whole metagenome analysis of Infant gut and breast milk microbiota""}}",singleton_deterministic,CC0424,,,,,subject_resolution:all_members,PRJNA835321,1
COH0497,singleton study PRJNA835720,1,0,PRJNA835720,,,China,2024-05-26,298,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human feces Viral/Bacterial Metagenome""}}",singleton_deterministic,CC0425,,,,,cohorts_v3:unresolved,PRJNA835720,1
COH0499,singleton study PRJNA844516,1,0,PRJNA844516,,,Japan,2023-08-27,19,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Investigation of the Interrelationship among Mental, Physical and Intestinal Microbiota in Postpartum""}}",singleton_deterministic,CC0427,,,,,cohorts_v3:unresolved,PRJNA844516,1
COH0502,singleton study PRJNA850838,1,0,PRJNA850838,,,missing,2022-06-29,12,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic analysis of intestinal oligosaccharides in infants""}}",singleton_deterministic,CC0430,,,,,cohorts_v3:unresolved,PRJNA850838,1
COH0505,singleton study PRJNA862908,1,0,PRJNA862908,,,USA,2023-08-27,151,151.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human gut metagenome during and after enteric infection Metagenome""}}",singleton_deterministic,CC0433,,,,,subject_resolution:all_members,PRJNA862908,1
COH0508,singleton study PRJNA884103,1,0,PRJNA884103,,,USA,2023-06-05,449,52.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut residence of bloodstream infection pathogens in the NICU""}}",singleton_deterministic,CC0436,,,,,subject_resolution:all_members,PRJNA884103,1
COH0509,singleton study PRJNA884688,1,0,PRJNA884688,,,missing,2024-05-15,109,61.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human gut microbiota and protein source""}}",singleton_deterministic,CC0437,,,,,subject_resolution:all_members,PRJNA884688,1
COH0510,singleton study PRJNA889771,1,0,PRJNA889771,,,USA,2022-10-15,140,76.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Raw reads of the microbiota of premature infant mouth, skin, and gut""}}",singleton_deterministic,CC0438,,,,,subject_resolution:all_members,PRJNA889771,1
COH0512,singleton study PRJNA900041,1,0,PRJNA900041,,,Netherlands,2022-11-15,830,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""ITS Bifidobacteria human Gut""}}",singleton_deterministic,CC0440,,,,,cohorts_v3:unresolved,PRJNA900041,1
COH0513,singleton study PRJNA900180,1,0,PRJNA900180,,,Netherlands,2022-11-15,830,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""ITS Bifidobacteria human Gut #2""}}",singleton_deterministic,CC0441,,,,,cohorts_v3:unresolved,PRJNA900180,1
COH0515,singleton study PRJNA906107,1,0,PRJNA906107,,,USA,2023-12-02,156,75.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Characterizing microbiome dynamics among maternal and donor breastmilk and infants""}}",singleton_deterministic,CC0443,,,,,subject_resolution:all_members,PRJNA906107,1
COH0517,singleton study PRJNA927010,1,0,PRJNA927010,,,USA,2023-01-28,213,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""PREVAIL Birth Cohort Infant Gut Metagenome""}}",singleton_deterministic,CC0445,,,,,cohorts_v3:unresolved,PRJNA927010,1
COH0522,singleton study PRJNA945262,1,0,PRJNA945262,,,India,2023-04-14,104,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Neonatal Gut Microbiome in a mother child paired design""}}",singleton_deterministic,CC0450,,,,,cohorts_v3:unresolved,PRJNA945262,1
COH0523,singleton study PRJNA961698,1,0,PRJNA961698,,,,2023-08-19,736,736.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Very Early Life Microbiome and Metabolome Correlates with Primary Vaccination Variability in""}}",singleton_deterministic,CC0451,,,,,subject_resolution:all_members,PRJNA961698,1
COH0524,singleton study PRJNA978345,1,0,PRJNA978345,,,Australia,2024-05-24,96,31.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infant cystic fibrosis BAL and stool microbiome""}}",singleton_deterministic,CC0452,,,,,subject_resolution:all_members,PRJNA978345,1
COH0612,Ang 2014 rotavirus infant cohort,1,1,PRJEB6972,25491920,25491920,Spain,2014-08-29,15,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""The establishment of the infant intestinal microbiome is not affected by rotavirus""}}",confirm,CA005,2014,,,,cohorts_v3:unresolved,PRJEB6972,1
COH0802,Korpela 2018 probiotic antibiotic/caesarean cohort,1,3,PRJEB27325,30326954|30214024|36093611,30326954,Finland,2018-08-16,402,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Probiotic supplementation restores normal microbiota composition and function in antibiotic-treated and in""}}",confirm,CA006,2018|2022,,,,cohorts_v3:unresolved,PRJEB27325,1
COH0815,Esaiassen 2018 preterm probiotic/resistome cohort,1,1,PRJEB29052,30505830,30505830,Norway,2019-01-14,184,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Effects of Probiotic Supplementation on the Gut Microbiota and Antibiotic Resistome Development""}}",confirm,CA007,2018,,,,cohorts_v3:unresolved,PRJEB29052,1
COH1156,Beller/BaBel infant gut virome cohort,1,1,PRJNA693793,35320047,35320047,,2021-05-01,304,8.0,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""The virota and its transkingdom interactions in the healthy infant gut.""}}",confirm,CA009,2022,,,,subject_resolution:all_members,PRJNA693793,1
COH1229,Martin 2022 2-HMO infant formula cohort,1,1,PRJEB54707,35990340,35990340,Belgium|Italy,2022-07-18,80,80.0,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Host-microbial co-metabolites modulated by human milk oligosaccharides relate to reduced risk of""}}",confirm,CA010,2022,,,,subject_resolution:all_members,PRJEB54707,1
COH1240,Sindi reduced fat/sugar maternal diet lactation cohort,1,1,PRJNA819247,36060782,36060782,Australia,2022-04-01,20,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Effect of a reduced fat and sugar maternal dietary intervention during lactation""}}",confirm,CA011,2022,,,,cohorts_v3:unresolved,PRJNA819247,1
COH1253,Wallingford 2'-FL infant formula growth trial,1,1,PRJEB54991,36211486,36211486,USA,2022-08-03,162,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Effects of addition of 2-fucosyllactose to infant formula on growth and specific""}}",confirm,CA012,2022,,,,cohorts_v3:unresolved,PRJEB54991,1
COH1259,HELMi Helsinki infant/family microbiome cohort,2,3,PRJEB52774|PRJEB70237,36274732|37731926|39092808,36274732,Finland,2022-05-31,3141,748.0,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""<i>Bacteroides</i> abundance drives birth mode dependent infant gut microbiota developmental trajectories.""}}",confirm,CA013,2022|2023|2024,,,,subject_resolution:all_members,PRJEB52774|PRJEB70237,2
COH1262,Wei FMT pregnant patient to infant strain transfer,1,1,PRJNA812583,36352460,36352460,Denmark,2022-06-30,12,4.0,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Cross-generational bacterial strain transfer to an infant after fecal microbiota transplantation to""}}",confirm,CA014,2022,,,,subject_resolution:all_members,PRJNA812583,1
COH1265,Zhong Probio-M8 maternal-infant fecal cohort,1,1,PRJNA810575,36419187,36419187,China,2022-05-20,44,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Bifidobacterium animalis subsp. lactis Probio-M8 undergoes host adaptive evolution by glcU mutation""}}",confirm,CA015,2022,,,,cohorts_v3:unresolved,PRJNA810575,1
COH1348,MIS BAIR trial neonatal cohort,1,2,PRJEB55714,37397142|41853385,37397142,Australia,2023-01-26,393,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Metagenomics analysis of the neonatal intestinal resistome.""}}",confirm,CA016,2023,,,,cohorts_v3:unresolved,PRJEB55714,1
COH1410,Precocious infant gut microbiome cohort,1,1,PRJEB52295,38117587,38117587,USA,2022-04-26,43,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Precocious infant fecal microbiome promotes enterocyte barrier dysfuction, altered neuroendocrine signaling and""}}",confirm,CA017,2024,,,,cohorts_v3:unresolved,PRJEB52295,1
COH1575,STRONG Kids 2 Birth Cohort,1,1,PRJNA778397,39858934,39858934,USA,2022-05-02,75,75.0,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Fecal Microbiome and Metabolomic Profiles of Mixed-Fed Infants Are More Similar to""}}",confirm,CA018,2025,,,,subject_resolution:all_members,PRJNA778397,1
COH1586,Stool microbiome freezer storage cohort,1,1,PRJEB79382,39932403,39932403,Switzerland,2024-12-12,77,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Evaluating stool microbiome integrity after domestic freezer storage using whole-metagenome sequencing, genome""}}",confirm,CA019,2025,,,,cohorts_v3:unresolved,PRJEB79382,1
COH1626,Gut mycobiome maturation cohort,1,1,PRJNA903921,40469735,40469735,USA,2023-11-02,1033,187.0,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Gut mycobiome maturation and its determinants during early childhood: a comparison of""}}",confirm,CA020,2025,,,,subject_resolution:all_members,PRJNA903921,1
COH1817,Allergic Proctocolitis infant gut microbiome cohort,1,1,PRJNA1445880,42010622,42010622,,2026-04-05,740,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Strain-level microbial signatures and inferred functional alterations in infants with food protein-induced""}}",confirm,CA003,2026,,,,cohorts_v3:unresolved,PRJNA1445880,1
COH1833,Parizadeh early-life gut microbiome cohort,1,1,PRJNA1258733,42127418,42127418,,2026-06-21,1,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Impact of maternal, infant, and household factors on early-life gut microbiome development""}}",confirm,CA004,2026,,,,cohorts_v3:unresolved,PRJNA1258733,1
COH1844,Sun AFMT infant gut cohort,1,1,PRJEB80456,42214386,42214386,USA,2024-10-10,12,,not_assessed_singleton,,False,0.8,"{""name"": {""source"": ""paper.title"", ""quote"": ""Autologous fecal microbiota transplantation restores the infant gut microbiome and metabolome after""}}",confirm,CA021,2026,,,,cohorts_v3:unresolved,PRJEB80456,1
COH2284,singleton study PRJEB6921,1,0,PRJEB6921,,,,2015-01-27,772,168.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Role_of_early_life_gut_microbiota_in_colonisation_resistance_development""}}",split,CA002,,,,,subject_resolution:all_members,PRJEB6921,1
COH2285,singleton study PRJEB62690,1,0,PRJEB62690,,,Germany|Italy|Spain,2023-07-11,1110,246.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infant stool, 5-HMO supplemented formula vs. control formula vs. breastfed""}}",split,CA010,,,,,subject_resolution:all_members,PRJEB62690,1
COH2286,singleton study PRJEB64567,1,0,PRJEB64567,,,Finland,2023-08-11,35,7.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Maternal FMT in Cesarean-Born Infants - WGS sequencing of infants (1w to""}}",split,CA013,,,,,subject_resolution:all_members,PRJEB64567,1
COH2292,Peru Loreto LMIC infant stool cohort,2,3,PRJNA834762|PRJNA837236,36194603|36251729|38427700,36194603,Peru,2022-05-19,97,,sentinel_no_evidence,,False,0.8,"{""name"": {""source"": ""study.title"", ""quote"": ""LMIC human infant stool whole-genome shotgun metagenomic sequencing""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Shotgun metagenomics of fecal samples from children in Peru reveals frequent complex""}}",confirm,CA023,2022|2024,,,,cohorts_v3:unresolved,PRJNA834762|PRJNA837236,2
COH2294,singleton study PRJNA300541,1,2,PRJNA300541,38049420|42312244,38049420,El Salvador|Peru,2016-03-12,191,93.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Gut microbiomes of agropastoral children from the Adadle region of Ethiopia reflect""}}",singleton_deterministic,CA_single,2023|2026,,,,subject_resolution:all_members,PRJNA300541,1
COH2295,singleton study PRJNA504891,1,2,PRJNA504891,30661755|41620544,30661755,Ethiopia,2018-11-10,50,50.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic sequencing of stool samples from Ethiopian individuals""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Extensive Unexplored Human Microbiome Diversity Revealed by Over 150,000 Genomes from Metagenomes""}}",singleton_deterministic,CA_single,2019|2026,,,,subject_resolution:all_members,PRJNA504891,1
COH2296,singleton study PRJNA529124,1,1,PRJNA529124,40659786,40659786,Ghana,2019-03-28,44,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic sequencing of stool samples from Ghanaian individuals""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Microbiota-driven antitumour immunity mediated by dendritic cell migration.""}}",singleton_deterministic,CA_single,2025,,,,cohorts_v3:unresolved,PRJNA529124,1
COH2299,singleton study PRJNA1166969,1,1,PRJNA1166969,39470277,39470277,China,2024-10-11,12,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Multi-Omics Analysis of the Microbial Profile Characteristics Associated with Pulmonary Arterial Hypertension""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Integrated multi-omics analysis of the microbial profile characteristics associated with pulmonary arterial""}}",singleton_deterministic,CA_single,2024,,,,cohorts_v3:unresolved,PRJNA1166969,1
COH2303,singleton study PRJEB100868,1,1,PRJEB100868,42644416,42644416,Sweden,2026-06-29,744,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""PREVENT 1: Gut microbiota development and health in early life""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Nationwide cohort study reveals low bifidobacteria and distinct microbiota composition and function""}}",singleton_deterministic,CA_single,2026,,,,cohorts_v3:unresolved,PRJEB100868,1
COH2304,singleton study PRJEB62848,1,0,PRJEB62848,,,Finland,2023-06-21,181,53.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Infant stool, moderate and late preterm infants, probiotic and prebiotic""}}",singleton_deterministic,CA_single,,,,,subject_resolution:all_members,PRJEB62848,1
COH2305,singleton study PRJEB79896,1,0,PRJEB79896,,,Germany,2024-09-19,948,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""PRIMAL fecal samples shotgun metagenome sequencing""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJEB79896,1
COH2307,singleton study PRJNA1274040,1,0,PRJNA1274040,,,China,2025-06-15,1000,287.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Yoghurt supplementation in overweight/obese women from early pregnancy to postpartum augments gut""}}",singleton_deterministic,CA_single,,,,,subject_resolution:all_members,PRJNA1274040,1
COH2308,singleton study PRJEB45356,1,1,PRJEB45356,38093016,38093016,,2023-08-14,949,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Bioactive glycans in a microbiome-directed food for malnourished children""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Bioactive glycans in a microbiome-directed food for children with malnutrition.""}}",singleton_deterministic,CA_single,2024,,,,cohorts_v3:unresolved,PRJEB45356,1
COH2316,singleton study PRJEB21259,1,1,PRJEB21259,41144256,41144256,,2021-10-13,28,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""AMR_metagenomic_sequencing""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Metagenomic identification of disease-causing &lt;i&gt;Salmonella enterica&lt;/i&gt; serovars and antimicrobial resistance genes from""}}",singleton_deterministic,CA_single,2025,,,,cohorts_v3:unresolved,PRJEB21259,1
COH2317,singleton study PRJNA1060349,1,0,PRJNA1060349,,,USA,2024-12-12,1197,78.0,not_assessed_singleton,stool,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Weaning accelerates and transforms within-host adaptation in the infant gut microbiome""}}",singleton_deterministic,CA_single,,,,,subject_resolution:all_members,PRJNA1060349,1
COH2323,singleton study PRJEB106892,1,0,PRJEB106892,,,,2026-01-28,1851,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Chain_Ncc_Metagenomes_Release""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJEB106892,1
COH2324,singleton study PRJEB63570,1,0,PRJEB63570,,,Malawi,2024-10-15,928,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Klebsiella_transmission_and_immunity_on_Chatinkha_nursery__Neo_TRACK_""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJEB63570,1
COH2326,singleton study PRJEB46659,1,0,PRJEB46659,,,USA,2022-08-03,49,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Heritable Vaginal Bacteria Relate to Allergic Sensitization""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJEB46659,1
COH2330,singleton study PRJEB23207,1,1,PRJEB23207,29468143,29468143,Italy|Netherlands,2017-11-06,14,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Metagenomic characterization of the human intestinal microbiota in faecal samples from STEC-infected""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Metagenomic Characterization of the Human Intestinal Microbiota in Fecal Samples from STEC-Infected""}}",singleton_deterministic,CA_single,2018,,,,cohorts_v3:unresolved,PRJEB23207,1
COH2332,singleton study PRJEB46943,1,0,PRJEB46943,,,Denmark,2022-02-01,655,,not_assessed_singleton,gut/stool (virome),False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Deep sequencing of faecal DNA viromes from 647 healthy Danish infants""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJEB46943,1
COH2333,singleton study PRJDB10675,1,1,PRJDB10675,36376441,36376441,India,2023-06-05,53,53.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""International collaborative studies on the prevention, diagnosis, and drug discovery for diarrheal""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Metagenomic analysis of diarrheal stools in Kolkata, India, indicates the possibility of""}}",singleton_deterministic,CA_single,2022,,,,subject_resolution:all_members,PRJDB10675,1
COH2334,singleton study PRJEB37883,1,0,PRJEB37883,,,,2022-05-30,379,55.0,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Hospital regimes including probiotics guide the individual development of the gut microbiome""}}",singleton_deterministic,CA_single,,,,,subject_resolution:all_members,PRJEB37883,1
COH2336,singleton study PRJNA1274602,1,0,PRJNA1274602,,,USA,2025-06-15,20,20.0,not_assessed_singleton,gut/stool,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Association of fentanyl-induced microbiome changes and neurodevelopmental outcomes in preterm infants""}}",singleton_deterministic,CA_single,,,,,subject_resolution:all_members,PRJNA1274602,1
COH2338,singleton study PRJNA417283,1,1,PRJNA417283,38058267,38058267,,2018-03-03,86,,not_assessed_singleton,"gut/skin/environment mixed, infant gut subset included",False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""human metagenome""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Vaginal delivery provides skin colonization resistance from environmental microbes in the NICU.""}}",singleton_deterministic,CA_single,2023,,,,cohorts_v3:unresolved,PRJNA417283,1
COH2342,singleton study PRJNA706606,1,1,PRJNA706606,36416733,36416733,Bangladesh,2021-09-02,95,,not_assessed_singleton,stool,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Impact of Water Chlorination of Children's Gut Microbiomes in Bangladesh""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Drinking Water Chlorination Impact on Fecal Carriage of Extended-Spectrum Beta-Lactamase-Producing <i>Enterobacteriaceae</i> in""}}",singleton_deterministic,CA_single,2022,,,,cohorts_v3:unresolved,PRJNA706606,1
COH2343,singleton study PRJNA726052,1,0,PRJNA726052,,,Bangladesh,2021-10-02,132,,not_assessed_singleton,stool,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Effects of drinking water chlorination on childrens intestinal flora and resistomes in""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJNA726052,1
COH2344,singleton study PRJNA895372,1,0,PRJNA895372,,,USA,2022-10-29,28,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Microbiome function and neurodevelopment in Black infants: Vitamin B12 biosynthesis emerges as""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJNA895372,1
COH2348,singleton study PRJEB35919,1,0,PRJEB35919,,,United Kingdom,2020-03-03,20,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Bacteriophages enhance microbiota analysis.""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJEB35919,1
COH2350,singleton study PRJEB110894,1,0,PRJEB110894,,,United Kingdom,2026-04-08,365,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Preterm Neonatal Stool Metagenomes+""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJEB110894,1
COH2351,singleton study PRJNA1230889,1,0,PRJNA1230889,,,,2026-03-23,108,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Mutualistic interactions between Escherichia coli and Bifidobacterium bifidum enable degradation of human""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJNA1230889,1
COH2352,singleton study PRJNA1301887,1,0,PRJNA1301887,,,,2026-03-23,517,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Preterm infant weight gain patterns are not associated with gut microbiome measures""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJNA1301887,1
COH2353,singleton study PRJNA1280936,1,0,PRJNA1280936,,,,2026-03-22,895,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut Microbiome of Infants in the Neonatal Intensive Care Unit""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJNA1280936,1
COH2354,singleton study PRJNA1355224,1,1,PRJNA1355224,42037384,42037384,,2026-04-18,151,,not_assessed_singleton,rectal swab,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Human metagenomic samples Metagenome""}, ""index"": {""source"": ""paper.title"", ""quote"": ""Gut microbiome associations with acute malnutrition relapse in South Sudan.""}}",singleton_deterministic,CA_single,2026,,,,cohorts_v3:unresolved,PRJNA1355224,1
COH2355,singleton study PRJNA1403004,1,0,PRJNA1403004,,,,2026-01-16,1018,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Shotgun metagenomic sequencing of infant stool samples from the CHILD Cohort Study""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJNA1403004,1
COH2356,singleton study PRJNA1425751,1,0,PRJNA1425751,,,,2026-04-19,383,,not_assessed_singleton,,False,0.5,"{""name"": {""source"": ""study.title"", ""quote"": ""Gut metagenome""}}",singleton_deterministic,CA_single,,,,,cohorts_v3:unresolved,PRJNA1425751,1
