study_accession,triage_verdict,outcome,confidence,reason_code,evidence,model,decision_stage,note,n_infant_samples_est,body_site_call,slot,validator_ok,validator_msg,study_title,n_samples,n_runs,first_public_min,sig_infant_hit,sig_infant_title,screen_haiku,linked_infant_paper,universe_slice,catalog_status,assessed_downstream,recov_age,recov_antibiotics,recov_delivery,recov_feeding,recov_preterm,recov_probiotic,cohort_id,cohort_name,cohort_crosswalk_names,n_biosample_infant_flagged,n_linked_papers,linked_pmids,median_gbp,median_read_len,paired_share,instrument_model_top,generation_top,timepoint_class,country_top,worklist_rank,expected_field_yield,effort_class,controlled_access,n_biosamples,sample_unit,cov_probiotic_exposure,cov_preterm_status,cov_gestational_age_weeks,cov_delivery_mode,cov_feeding_mode,cov_antibiotic_exposure,cov_age_at_collection_days,cov_birth_weight_grams,cov_country,cov_maternal_antibiotics,cov_hmo_supplementation,cov_nec_status,cov_health_condition,cov_multiple_birth,cov_sibling_in_study,cov_geo_subregion,n_unique_infants_est,max_timepoints,longitudinal,n_mothers,n_infant_scope_samples,ena_url,ncbi_url,n_age_scope_infant,n_adult_flagged,n_age_unknown_mixed_study,n_age_unknown_no_study_estimate,n_infant_evidenced,n_non_infant_role,n_study_all_infant,mixed_age_deposit,n_infant_role_samples,n_infant_samples_with_subject,n_unique_infants_source,n_unique_infants_upper,n_unique_infants_display,n_sample_rows,n_biosamples_shared_with_other_study,sp_n_samples_profiled,sp_frac_samples_profiled,sp_median_bifidobacterium_ra,sp_median_shannon_genus,sp_n_runs_profiled,sp_frac_runs_profiled,sp_coverage_class,sp_frac_runs_flagged,sp_frac_low_complexity_profiled,sp_frac_low_depth_profiled,sp_median_spf,sp_median_known_species_fraction,sp_auditor_attention,sp_auditor_reason,first_author,last_author,n_authors,n_author_papers,organisations,sp_median_scope,sp_n_samples_panel,sp_panel_scope,sp_coverage_note,n_catalog_scope,n_excluded_host_or_isolate,n_body_site_excluded,n_run_units,n_parent_biosamples,shared_biosample_note
PRJEB52295,include,included,0.95,,"[{""source"": ""study.title"", ""quote"": ""Precocious infant gut microbiome""}, {""source"": ""paper.abstract"", ""quote"": ""1-month-old infants""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""stool""}]",claude-sonnet-5,sonnet_replicates_n2_agree1.00,universe_growth channel=reenum_delta,,,triage_verdict,True,,Precocious infant gut microbiome reprograms enterocytes and promotes childhood obesity risk,43,43,2022-04-26,True,True,,False,growth_reenum_delta_2026-09-18,included,True,R2,R3,R3,R3,R3,R2,COH1410,Precocious infant gut microbiome cohort,,0,1,38117587,4.486286557,75.5,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,USA,176.0,5.4,one_supp_table,False,43,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,43,https://www.ebi.ac.uk/ena/browser/view/PRJEB52295,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB52295,0,0,0,43,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),43,0,40,0.9302,,,40,0.9302,partial,0.0,0.025,0.0,,,False,,Yong GJM,Lynch SV,13,1,"University of California, San Francisco",fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB52748,include,included,0.8666666666666667,,"[{""source"": ""study.title"", ""quote"": ""Gut microbiome function and composition in infants from rural Kenya""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}, {""source"": ""sample.title"", ""quote"": ""INSP015BLStoolDNA""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Gut microbiome function and composition in infants from rural Kenya and association with human milk oligosaccharides,105,105,2023-03-03,True,False,yes,True,enumeration_v1,included,True,R0,R3,R3,R3,R0,R0,COH0067,Derrien 2023 Kenya,,0,1,36794816,10.02082683,74.75339591589825,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Kenya,256.0,2.25,fulltext_only,False,105,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,105,https://www.ebi.ac.uk/ena/browser/view/PRJEB52748,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB52748,0,0,0,105,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),105,0,91,0.8667,,,91,0.8667,partial,0.0,0.1648,0.0,,,False,,Derrien M,Bourdet-Sicard R,13,1,adm biopolis; ADM Biopolis,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB52774,include,included,0.97,,"[{""source"": ""study.title"", ""quote"": ""HELMi infant stool WGS metagenomes (3 weeks to 1 year)""}, {""source"": ""sample.title"", ""quote"": ""infant stool sample""}, {""source"": ""run.library_strategy"", ""quote"": ""WGS""}]",claude-opus-5,opus_adjudication,gap_fill: study absent from original universe (literature_unmatched_bioproject:enumeration_miss_taxid_2705415_human_feces | tax),,,triage_verdict,True,,HELMi infant stool WGS metagenomes (3 weeks to 1 year) and parental stool WGS metagenomes,477,486,2022-05-31,True,True,,True,gap_fill_2026-09-18,included,True,R2,R2,R3,R3,R3,R3,,,HELMI;HELMi;Health and Early Microbiota (HELMi),332,4,36274732;37731926;38058765;39591974,5.484413261,75.09839881899845,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Finland,64.0,5.6,multiple_supp_tables,False,477,biosample,0.0,0.8490566037735849,0.0,0.6058700209643606,0.8490566037735849,0.0,1.0,0.0,1.0,0.6058700209643606,0.0,0.0,0.0,0.0,0.0,0.0,91.0,4.0,True,72,332,https://www.ebi.ac.uk/ena/browser/view/PRJEB52774,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB52774,332,145,0,0,332,0,0,False,332,332,subject_ids,91.0,91,477,0,425,0.891,0.1632015,1.6163503973835147,430,0.8848,partial,0.0,0.0118,0.0,94.58000000000001,93.12,False,,Matharu D,Salonen A,34,5,University of Helsinki,catalog_scope_adequate_depth,298,catalog_scope_adequate_depth,,332,0,0,0,0,
PRJEB52938,include,included,0.93,,"[{""source"": ""study.title"", ""quote"": ""Longitudinal stool metagenomics from preterm infants within the first month after birth""}, {""source"": ""study.description"", ""quote"": ""stool samples from 70 preterm infants with LOS""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Longitudinal stool metagenomics from preterm infants within the first month after birth,614,614,2022-06-22,True,False,,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0306,singleton study PRJEB52938,,0,0,,0.57347444,74.79621853686834,1.0,Illumina NovaSeq 6000,gen3,longitudinal_2-4,Germany,326.0,0.5,abstract_only,False,614,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,614,https://www.ebi.ac.uk/ena/browser/view/PRJEB52938,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB52938,0,0,0,614,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),614,0,458,0.7459,,,458,0.7459,partial,0.0,0.1397,0.0,,,False,,,,0,0,CHRISTIAN-ALBRECHTS UNIVERSITY OF KIEL,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB53954,include,included,0.6,,"[{""source"": ""paper.fulltext.data_availability"", ""quote"": ""accession numbers: PRJEB29237, PRJEB41463, PRJEB46214, and PRJEB53954""}, {""source"": ""paper.fulltext.results"", ""quote"": ""Forty-nine stool samples from 11 patients were under the age of 3""}, {""source"": ""study.description"", ""quote"": ""examined how age, antibiotic use and antifungal use impacted the microbiome""}]",claude-fable-5-1,session_model_review,"human-review pass (frame b83bd6c7 artifact): Same IWK pediatric leukemia/lymphoma cohort as PRJEB46214 (paper PMC9363618: 134 shotgun stool samples over 4 ENA projects, 49 samples from 11 patients under 3 y). U3 samples not mappable to this accession; proportional estimate 67/134*49.",24.0,stool,triage_verdict,True,,Pediatric Leukemia and Lymphoma patient stool microbiome,67,67,2022-07-14,False,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0307,singleton study PRJEB53954,,0,0,,0.740811204,125.1558547183797,0.0,NextSeq 550,bench,single_timepoint,Canada,373.0,0.5,abstract_only,False,67,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,67,https://www.ebi.ac.uk/ena/browser/view/PRJEB53954,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB53954,0,0,67,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),67,0,60,0.8955,,,60,0.8955,partial,0.0,0.0333,0.0,,,False,,,,0,0,DALHOUSIE UNIVERSITY,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB54707,include,included,0.95,,"[{""source"": ""study.title"", ""quote"": ""Infant stool, 2-HMO vs. control formula""}, {""source"": ""study.description"", ""quote"": ""infant stool at 3 months of age""}]",claude-sonnet-5,sonnet_replicates_n2_agree1.00,gap_fill: study absent from original universe (taxid_2705415_human_feces_metagenome_not_in_frame),,,triage_verdict,True,,"Infant stool, 2-HMO vs. control formula",80,80,2022-07-18,True,True,,False,gap_fill_2026-09-18,included,True,R3,R3,R3,R1,R3,R0,COH1229,Martin 2022 2-HMO infant formula cohort,,80,1,35990340,4.6013923175,49.931684392213285,1.0,Illumina HiSeq 2000,gen1,single_timepoint,Belgium,159.0,4.925000000000001,fulltext_only,False,80,biosample,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,80,https://www.ebi.ac.uk/ena/browser/view/PRJEB54707,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB54707,80,0,0,0,80,0,0,False,80,80,subject_ids_all_distinct,80.0,≤ 80 (one subject id per sample),80,0,71,0.8875,0.58193,1.4662122946066185,71,0.8875,partial,0.0,0.0,0.0,98.84,93.35,False,,Martin FP,Sprenger N,7,1,Cmbio,catalog_scope_adequate_depth,71,catalog_scope_adequate_depth,,80,0,0,0,0,
PRJEB54991,include,included,0.9,,"[{""source"": ""study.title"", ""quote"": ""Shotgun metagenomics of infant formula study""}, {""source"": ""study.description"", ""quote"": ""Breastfed and formula fed infants were included""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""stool""}]",claude-sonnet-5,sonnet_replicates_n2_agree1.00,gap_fill: study absent from original universe (literature_unmatched_bioproject:enumeration_miss_taxid_2705415_human_feces | tax),162.0,,triage_verdict,True,,Shotgun metagenomics of infant formula study,162,162,2022-08-03,True,True,,True,gap_fill_2026-09-18,included,True,R3,R3,R3,R3,R3,R0,COH1253,Wallingford 2'-FL infant formula growth trial,,162,1,36211486,6.64930995,75.0,1.0,unspecified,other,single_timepoint,USA,183.0,3.825,fulltext_only,False,162,biosample,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,162,https://www.ebi.ac.uk/ena/browser/view/PRJEB54991,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB54991,162,0,0,0,162,0,0,False,162,0,no_subject_evidence,162.0,"unknown (≤ 162, no subject evidence)",162,0,152,0.9383,0.4273635,1.4685909943871067,152,0.9383,partial,0.0,0.0395,0.0,97.78,95.66,False,,Wallingford JC,Barber CM,3,1,Clinical Microbiomics,catalog_scope_adequate_depth,152,catalog_scope_adequate_depth,,162,0,0,0,0,
PRJEB55713,include,included,0.82,,"[{""source"": ""paper.abstract"", ""quote"": ""gut microbiota in infants (\u2264 1 year), toddlers (1-""}, {""source"": ""study.description"", ""quote"": ""whole metagenomic sequencing for child gut microbiome""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""feces""}]",claude-opus-5,opus_adjudication,,15.0,,triage_verdict,True,,Child gut microbiome,55,55,2022-09-18,False,True,unsure,True,enumeration_v1,included,True,R3,R3,R3,R3,R3,R0,,,,0,1,36504822,6.835464678,75.5,1.0,Illumina HiSeq 4000,gen2,single_timepoint,South Korea,215.0,3.825,fulltext_only,False,55,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,55,https://www.ebi.ac.uk/ena/browser/view/PRJEB55713,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB55713,0,0,55,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),55,0,51,0.9273,,,51,0.9273,partial,0.0,0.0,0.0,,,False,,Kim J,Pai H,8,1,HANYANG UNIVERSITY,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB55714,include,included,0.96,,"[{""source"": ""study.title"", ""quote"": ""intestinal microbiome from neonates in the MIS BAIR trial""}, {""source"": ""study.description"", ""quote"": ""Stool samples were collected 5 to 7 days after birth""}]",claude-sonnet-5,sonnet_replicates_n2_agree1.00,universe_growth channel=ena_misfiled_library_source_genomic,,,triage_verdict,True,,Metagenomic analyses of the intestinal microbiome from neonates in the MIS BAIR trial,393,393,2023-01-26,True,False,,False,growth_ena_misfiled_library_source_genomic_2026-09-18,included,True,R2,R2,R2,R2,R2,R2,COH1348,MIS BAIR trial neonatal cohort,BAIR,0,2,37397142;41853385,1.485185909,72.27825167348456,1.0,NextSeq 550,bench,single_timepoint,Australia,24.0,8.0,one_supp_table,False,393,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,393,https://www.ebi.ac.uk/ena/browser/view/PRJEB55714,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB55714,0,0,0,393,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),393,0,343,0.8728,,,343,0.8728,partial,0.0,0.0671,0.0,,,False,,Leo S,Zimmermann P,8,2,microbiota and children laboratory; Microbiota and Children Laboratory,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB57911,include,included,0.6333333333333333,,"[{""source"": ""study.title"", ""quote"": ""Infant metagemone data""}, {""source"": ""study.description"", ""quote"": ""58 metagenome data from the newborn infants""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Infant metagemone data,58,58,2024-11-30,True,False,yes,False,enumeration_v1,included,True,R0,R0,R0,R0,R0,R0,COH0308,singleton study PRJEB57911,,0,0,,8.167964178,75.5,1.0,Illumina HiSeq X,gen2,single_timepoint,China,379.0,0.5,abstract_only,False,58,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,58,https://www.ebi.ac.uk/ena/browser/view/PRJEB57911,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB57911,0,0,0,58,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),58,0,54,0.931,,,54,0.931,partial,0.0,0.0556,0.0,,,False,,,,0,0,"DALIAN INSTITUTE OF CHEMICAL PHYSICS, CHINESE ACADEMY OF SCIENCES",fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB59728,include,included,0.58,,"[{""source"": ""study.description"", ""quote"": ""Shotgun metagenome sequences from 127 stool samples""}, {""source"": ""paper.fulltext.data_availability"", ""quote"": ""cohort paper covers four ENA deposits; 11 patients <3 y""}, {""source"": ""paper.abstract"", ""quote"": ""most pronounced changes occurring in the first three years of life""}]",claude-opus-5,opus_adjudication_sibling_recheck,"re-check of sibling deposit of included PRJEB46214/PRJEB53954 (cohort paper PMC9363618, 11 patients <3 y across four deposits); prior verdict superseded",8.0,stool/gut,triage_verdict,True,,This study examined pediatric patients undergoing treatment for various cancers and examined the impact of antibiotic use and duration on antibiotic resistance genes,22,22,2023-02-13,False,False,yes,False,enumeration_v1,included,True,R3,R2,R0,R0,R0,R3,,,,0,1,36909730,1.0754337820000002,129.5095396750533,0.0,NextSeq 550,bench,single_timepoint,Canada,279.0,2.4750000000000005,one_supp_table,False,22,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,22,https://www.ebi.ac.uk/ena/browser/view/PRJEB59728,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB59728,0,0,22,0,0,0,0,True,0,0,no_infant_role_samples,,unknown (no infant-role samples),22,0,14,0.6364,,,14,0.6364,partial,0.0,0.0,0.0,,,False,,MacDonald T,Kulkarni K,7,1,DALHOUSIE UNIVERSITY,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
PRJEB62041,include,included,0.9566666666666667,,"[{""source"": ""study.description"", ""quote"": ""stool samples collected at 6 weeks of age""}, {""source"": ""study.description"", ""quote"": ""gut microbiome composition among infants in India, Malawi, and the UK""}, {""source"": ""sample.attr.environmental_medium"", ""quote"": ""faeces""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,,triage_verdict,True,,Rotavirus Vaccine Immunogenicity (RoVI) shotgun metagenomics,344,344,2023-05-17,True,False,yes,True,enumeration_v1,included,True,R3,R3,R3,R3,R3,R0,COH0016,RoVI,RoVI,0,1,37980461,3.2326284985,53.23293121073448,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,India,152.0,3.825,fulltext_only,False,344,biosample,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,344,https://www.ebi.ac.uk/ena/browser/view/PRJEB62041,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62041,344,0,0,0,344,0,0,False,344,344,subject_ids_all_distinct,344.0,≤ 344 (one subject id per sample),344,0,308,0.8953,0.6259215,1.1044128514514155,308,0.8953,partial,0.0,0.039,0.0,66.15,93.215,False,,Cunningham-Oakes E,Parker EPK,9,1,UNIVERSITY OF LIVERPOOL,catalog_scope_adequate_depth,308,catalog_scope_adequate_depth,,344,0,0,0,0,
PRJEB62690,include,included,0.93,,"[{""source"": ""study.title"", ""quote"": ""Infant stool, 5-HMO supplemented formula""}, {""source"": ""study.description"", ""quote"": ""analyzed infant fecal samples by shotgun metagenomic sequencing""}, {""source"": ""sample.title"", ""quote"": ""Week 1 - chrhmo_9_58""}]",claude-sonnet-5,sonnet_replicates_n2_agree1.00,gap_fill: study absent from original universe (taxid_2705415_human_feces_metagenome_not_in_frame),,,triage_verdict,True,,"Infant stool, 5-HMO supplemented formula vs. control formula vs. breastfed",1110,1110,2023-07-11,True,True,,False,gap_fill_2026-09-18,included,True,R1,R3,R3,R3,R3,R0,COH2285,singleton study PRJEB62690,,1110,1,37513505,5.435901149999999,75.0,1.0,Illumina HiSeq 2000,gen1,single_timepoint,Spain,49.0,5.475,fulltext_only,False,1110,biosample,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,246.0,7.0,True,0,1110,https://www.ebi.ac.uk/ena/browser/view/PRJEB62690,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62690,1110,0,0,0,1110,0,0,False,1110,1110,subject_ids,246.0,246,1110,0,1011,0.9108,0.346613,1.3699453402621433,1011,0.9108,partial,0.0,0.0475,0.0,99.11,94.81,False,,Holst AQ,Parschat K,8,1,Cmbio,catalog_scope_adequate_depth,1011,catalog_scope_adequate_depth,,1110,0,0,0,0,
PRJEB62848,include,included,0.97,,"[{""source"": ""study.description"", ""quote"": ""from birth to the age of 12 months by metagenomic sequencing""}, {""source"": ""study.title"", ""quote"": ""Infant stool, moderate and late preterm infants""}, {""source"": ""sample.title"", ""quote"": ""full-term reference infant L102AZ_F0""}]",claude-opus-5,opus_adjudication,gap_fill: study absent from original universe (literature_unmatched_bioproject:enumeration_miss_taxid_2705415_human_feces | tax),,,triage_verdict,True,,"Infant stool, moderate and late preterm infants, probiotic and prebiotic",181,181,2023-06-21,True,True,,True,gap_fill_2026-09-18,included,True,R3,R3,R3,R3,R1,R3,COH2304,singleton study PRJEB62848,,181,1,38010080,8.6058726,75.0,1.0,Illumina HiSeq 2000,gen1,single_timepoint,Finland,119.0,4.825,fulltext_only,False,181,biosample,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,True,0,181,https://www.ebi.ac.uk/ena/browser/view/PRJEB62848,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB62848,181,0,0,0,181,0,0,False,181,179,subject_ids_partial,53.0,51–53 (subject ids on 179/181 samples),181,0,165,0.9116,0.45697,1.3578510571666593,165,0.9116,partial,0.0,0.1091,0.0,100.0,96.78,False,,Luoto R,Isolauri E,5,1,Cmbio,catalog_scope_adequate_depth,165,catalog_scope_adequate_depth,,181,0,0,0,0,
PRJEB63183,include,included,0.9,,"[{""source"": ""study.description"", ""quote"": ""infants (2.9-12 months old (8.09\u00b12.48))""}, {""source"": ""study.description"", ""quote"": ""fecal samples of the children were collected longitudinally""}, {""source"": ""sample.title"", ""quote"": ""human gut sample 0002""}]",claude-sonnet-5,sonnet_replicates_n3_agree1.00,,,infant gut/human milk,triage_verdict,True,,Interactions Between Bifidobacterium and Bacteroides and Human Milk Oligosaccharides and Their Associations with Infant Cognition,170,170,2023-06-22,True,False,yes,False,enumeration_v1,included,True,R3,R0,R3,R3,R3,R3,COH0309,singleton study PRJEB63183,,0,1,37457984,5.002142723,75.5,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,USA,191.0,3.65,fulltext_only,False,170,biosample,,,,,,,,,,,,,,,,,,,False,0,0,https://www.ebi.ac.uk/ena/browser/view/PRJEB63183,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB63183,0,0,0,170,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),170,0,151,0.8882,,,151,0.8882,partial,0.0,0.0397,0.0,,,False,,Cho S,Lin W,11,1,university of north carolina at chapel hill; University of North Carolina at Chapel Hill,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,170,0,0,
PRJEB63351,include,included,0.6,,"[{""source"": ""paper.abstract"", ""quote"": ""gut microbiome composition by shotgun metagenomic profiling""}, {""source"": ""study.description"", ""quote"": ""seeded at birth and shaped during the first childhood""}, {""source"": ""paper.abstract"", ""quote"": ""patients with a diagnosis of neuroblastoma at disease onset (N = 63)""}]",claude-opus-5,opus_adjudication,,,,triage_verdict,True,,Neuroblastoma is associated with alterations in gut microbiome composition subsequent to maternal seeding,288,288,2023-08-20,False,False,yes,True,enumeration_v1,included,True,R3,R2,R2,R2,R0,R3,COH0068,Valles-Colomer 2024 Italy,,0,1,38104504,7.0521873405,74.69476173969132,1.0,unspecified,other,single_timepoint,Italy,85.0,5.4750000000000005,one_supp_table,False,288,biosample,0.0,0.0,0.0,0.5451388888888888,0.5451388888888888,0.9513888888888888,0.2986111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,False,0,288,https://www.ebi.ac.uk/ena/browser/view/PRJEB63351,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB63351,86,0,0,202,86,0,0,False,86,0,no_subject_evidence,86.0,"unknown (≤ 86, no subject evidence)",288,0,253,0.8785,0.193044,2.180136249581884,253,0.8785,partial,0.0,0.0079,0.0,90.63,90.305,False,,Valles-Colomer M,Segata N,14,1,University of Trento,catalog_scope_adequate_depth,76,catalog_scope_adequate_depth,,86,0,0,0,0,
PRJEB63570,include,included,0.6,,"[{""source"": ""paper.abstract"", ""quote"": ""a cohort of 94 neonates admitted to a Malawian neonatal unit""}, {""source"": ""paper.abstract"", ""quote"": ""post-enrichment metagenomics using plate sweeps from a non-selective agar""}, {""source"": ""study.description"", ""quote"": ""identify infants most at risk of KPn infection""}]",claude-fable-5-1,session_model_review_round2,"human-review round 2 (evidence_limited_to=abstract): Neo-TRACK Klebsiella transmission study, Chatinkha nursery (Malawi): 94 neonates plus mothers, 928 WGS/METAGENOMIC runs. Two 2025 preprints describe the design; both are preprints, so evidence is abstract-level and confidence is capped. Caveats for downstream use: the metagenomes are culture-enriched plate sweeps, not native community shotgun, a",,stool+environmental surfaces,triage_verdict,True,,Klebsiella_transmission_and_immunity_on_Chatinkha_nursery__Neo_TRACK_,928,928,2024-10-15,False,False,,False,growth_reenum_delta_2026-09-18,included,True,R4,R4,R4,R4,R4,R4,COH2324,singleton study PRJEB63570,,0,2,,4.102847727,75.5,1.0,Illumina NovaSeq 6000,gen3,single_timepoint,Malawi,260.0,1.4999999999999998,fulltext_only,False,928,biosample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0,928,https://www.ebi.ac.uk/ena/browser/view/PRJEB63570,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB63570,0,0,0,928,0,0,0,False,0,0,no_infant_role_samples,,unknown (no infant-role samples),928,0,828,0.8922,,,828,0.8922,partial,0.0,0.2826,0.0,,,False,,Pearse O,Heinz E,15,2,Wellcome Sanger Institute,fallback:no_catalog_scope_samples,0,fallback:no_catalog_scope_samples,,0,0,0,0,0,
